,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4653057,2015,10,17,6,WN,4234,N375SW,SFO,LAX,2130,2127,-3,7.0,2134.0,85,74.0,54.0,337,2228.0,13.0,2255,2241,-14,0,0,,,,,,
4653293,2015,10,17,6,UA,1504,N37468,SFO,LAX,2235,2234,-1,15.0,2249.0,84,79.0,56.0,337,2345.0,8.0,2359,2353,-6,0,0,,,,,,
4653337,2015,10,17,6,UA,1507,N14237,LAX,SFO,2259,2300,1,13.0,2313.0,81,71.0,52.0,337,5.0,6.0,0020,0011,-9,0,0,,,,,,
4653921,2015,10,18,7,UA,1570,N69824,LAX,SFO,0600,0555,-5,13.0,608.0,87,73.0,56.0,337,704.0,4.0,0727,0708,-19,0,0,,,,,,
4654695,2015,10,18,7,AA,169,N3FYAA,SFO,LAX,0700,0651,-9,22.0,713.0,96,93.0,58.0,337,811.0,13.0,0836,0824,-12,0,0,,,,,,
4655250,2015,10,18,7,WN,579,N626SW,SFO,LAX,0735,0729,-6,8.0,737.0,80,71.0,55.0,337,832.0,8.0,0855,0840,-15,0,0,,,,,,
4655272,2015,10,18,7,UA,478,N853UA,SFO,LAX,0736,0737,1,21.0,758.0,95,90.0,57.0,337,855.0,12.0,0911,0907,-4,0,0,,,,,,
4655512,2015,10,18,7,UA,1937,N76519,LAX,SFO,0755,0811,16,23.0,834.0,100,82.0,56.0,337,930.0,3.0,0935,0933,-2,0,0,,,,,,
4655558,2015,10,18,7,VX,1930,N642VA,SFO,LAX,0800,0756,-4,10.0,806.0,80,74.0,58.0,337,904.0,6.0,0920,0910,-10,0,0,,,,,,
4655560,2015,10,18,7,VX,925,N631VA,LAX,SFO,0800,0805,5,16.0,821.0,75,73.0,53.0,337,914.0,4.0,0915,0918,3,0,0,,,,,,
4655599,2015,10,18,7,AA,2438,N3GPAA,LAX,SFO,0800,0757,-3,29.0,826.0,82,89.0,55.0,337,921.0,5.0,0922,0926,4,0,0,,,,,,
4656411,2015,10,18,7,WN,4022,N797MX,LAX,SFO,0850,0930,40,42.0,1012.0,80,110.0,63.0,337,1115.0,5.0,1010,1120,70,0,0,,70.0,0.0,0.0,0.0,0.0
4656533,2015,10,18,7,DL,2756,N926AT,LAX,SFO,0900,0915,15,56.0,1011.0,85,121.0,58.0,337,1109.0,7.0,1025,1116,51,0,0,,51.0,0.0,0.0,0.0,0.0
4656534,2015,10,18,7,DL,2757,N951AT,SFO,LAX,0900,0907,7,20.0,927.0,90,86.0,56.0,337,1023.0,10.0,1030,1033,3,0,0,,,,,,
4656672,2015,10,18,7,VX,1935,N633VA,LAX,SFO,0905,0940,35,36.0,1016.0,80,102.0,63.0,337,1119.0,3.0,1025,1122,57,0,0,,57.0,0.0,0.0,0.0,0.0
4656787,2015,10,18,7,WN,2589,N657SW,SFO,LAX,0910,0907,-3,24.0,931.0,85,94.0,57.0,337,1028.0,13.0,1035,1041,6,0,0,,,,,,
4657231,2015,10,18,7,UA,1497,N67827,LAX,SFO,0940,0946,6,49.0,1035.0,98,107.0,53.0,337,1128.0,5.0,1118,1133,15,0,0,,9.0,0.0,6.0,0.0,0.0
4657530,2015,10,18,7,VX,1949,N836VA,LAX,SFO,1000,1058,58,40.0,1138.0,80,110.0,66.0,337,1244.0,4.0,1120,1248,88,0,0,,58.0,0.0,30.0,0.0,0.0
4657786,2015,10,18,7,AA,155,N3GPAA,SFO,LAX,1012,1005,-7,13.0,1018.0,88,110.0,56.0,337,1114.0,41.0,1140,1155,15,0,0,,15.0,0.0,0.0,0.0,0.0
4658018,2015,10,18,7,WN,2607,N684WN,SFO,LAX,1025,1024,-1,17.0,1041.0,85,87.0,58.0,337,1139.0,12.0,1150,1151,1,0,0,,,,,,
4658286,2015,10,18,7,UA,1960,N78438,SFO,LAX,1041,1051,10,11.0,1102.0,95,115.0,55.0,337,1157.0,49.0,1216,1246,30,0,0,,20.0,0.0,10.0,0.0,0.0
4658556,2015,10,18,7,DL,2760,N990AT,LAX,SFO,1100,1101,1,41.0,1142.0,80,111.0,67.0,337,1249.0,3.0,1220,1252,32,0,0,,32.0,0.0,0.0,0.0,0.0
4658557,2015,10,18,7,DL,2761,N926AT,SFO,LAX,1100,1150,50,17.0,1207.0,80,77.0,55.0,337,1302.0,5.0,1220,1307,47,0,0,,0.0,0.0,0.0,47.0,0.0
4658747,2015,10,18,7,VX,924,N633VA,SFO,LAX,1110,1209,59,11.0,1220.0,80,77.0,56.0,337,1316.0,10.0,1230,1326,56,0,0,,0.0,0.0,0.0,56.0,0.0
4658847,2015,10,18,7,WN,369,N657SW,LAX,SFO,1115,1257,102,19.0,1316.0,80,78.0,56.0,337,1412.0,3.0,1235,1415,100,0,0,,94.0,0.0,0.0,6.0,0.0
4658913,2015,10,18,7,WN,2053,N660SW,SFO,LAX,1120,1156,36,12.0,1208.0,85,71.0,54.0,337,1302.0,5.0,1245,1307,22,0,0,,0.0,0.0,0.0,22.0,0.0
4658992,2015,10,18,7,VX,927,N634VA,LAX,SFO,1125,1314,109,13.0,1327.0,75,75.0,56.0,337,1423.0,6.0,1240,1429,109,0,0,,109.0,0.0,0.0,0.0,0.0
4659223,2015,10,18,7,UA,1638,N76514,LAX,SFO,1138,1137,-1,70.0,1247.0,90,136.0,62.0,337,1349.0,4.0,1308,1353,45,0,0,,45.0,0.0,0.0,0.0,0.0
4659843,2015,10,18,7,AA,1203,N3BBAA,LAX,SFO,1215,1213,-2,39.0,1252.0,83,114.0,72.0,337,1404.0,3.0,1338,1407,29,0,0,,29.0,0.0,0.0,0.0,0.0
4660334,2015,10,18,7,WN,3992,N684WN,LAX,SFO,1245,1245,0,16.0,1301.0,80,98.0,61.0,337,1402.0,21.0,1405,1423,18,0,0,,18.0,0.0,0.0,0.0,0.0
4660368,2015,10,18,7,UA,2029,N453UA,LAX,SFO,1248,1240,-8,23.0,1303.0,85,93.0,61.0,337,1404.0,9.0,1413,1413,0,0,0,,,,,,
4660423,2015,10,18,7,UA,1106,N18243,SFO,LAX,1250,1251,1,26.0,1317.0,93,100.0,56.0,337,1413.0,18.0,1423,1431,8,0,0,,,,,,
4660458,2015,10,18,7,VX,1934,N843VA,SFO,LAX,1255,1352,57,25.0,1417.0,80,89.0,56.0,337,1513.0,8.0,1415,1521,66,0,0,,10.0,0.0,0.0,56.0,0.0
4660459,2015,10,18,7,VX,929,N846VA,LAX,SFO,1255,1258,3,20.0,1318.0,75,83.0,57.0,337,1415.0,6.0,1410,1421,11,0,0,,,,,,
4660530,2015,10,18,7,DL,2764,N926AT,LAX,SFO,1300,1350,50,21.0,1411.0,84,80.0,55.0,337,1506.0,4.0,1424,1510,46,0,0,,3.0,0.0,0.0,43.0,0.0
4660531,2015,10,18,7,DL,2765,N990AT,SFO,LAX,1300,1327,27,12.0,1339.0,90,71.0,53.0,337,1432.0,6.0,1430,1438,8,0,0,,,,,,
4660898,2015,10,18,7,VX,928,N523VA,SFO,LAX,1325,1500,95,25.0,1525.0,80,89.0,58.0,337,1623.0,6.0,1445,1629,104,0,0,,9.0,0.0,0.0,95.0,0.0
4660912,2015,10,18,7,WN,2591,N657SW,SFO,LAX,1325,1458,93,30.0,1528.0,85,96.0,61.0,337,1629.0,5.0,1450,1634,104,0,0,,11.0,0.0,0.0,93.0,0.0
4661071,2015,10,18,7,WN,1669,N660SW,LAX,SFO,1335,1345,10,9.0,1354.0,80,73.0,59.0,337,1453.0,5.0,1455,1458,3,0,0,,,,,,
4661118,2015,10,18,7,UA,570,N414UA,SFO,LAX,1339,1527,108,10.0,1537.0,92,79.0,57.0,337,1634.0,12.0,1511,1646,95,0,0,,0.0,0.0,8.0,87.0,0.0
4661980,2015,10,18,7,UA,420,N529UA,LAX,SFO,1429,1425,-4,23.0,1448.0,86,88.0,59.0,337,1547.0,6.0,1555,1553,-2,0,0,,,,,,
4661997,2015,10,18,7,VX,1943,N637VA,LAX,SFO,1430,1429,-1,9.0,1438.0,75,75.0,61.0,337,1539.0,5.0,1545,1544,-1,0,0,,,,,,
4662020,2015,10,18,7,AA,2438,N3BBAA,SFO,LAX,1430,1452,22,29.0,1521.0,91,99.0,58.0,337,1619.0,12.0,1601,1631,30,0,0,,8.0,0.0,0.0,22.0,0.0
4662040,2015,10,18,7,UA,1182,N76514,SFO,LAX,1430,1441,11,34.0,1515.0,94,102.0,56.0,337,1611.0,12.0,1604,1623,19,0,0,,8.0,0.0,3.0,8.0,0.0
4662461,2015,10,18,7,DL,2768,N961AT,LAX,SFO,1500,1502,2,22.0,1524.0,83,85.0,59.0,337,1623.0,4.0,1623,1627,4,0,0,,,,,,
4662462,2015,10,18,7,DL,2769,N926AT,SFO,LAX,1500,1543,43,12.0,1555.0,80,84.0,58.0,337,1653.0,14.0,1620,1707,47,0,0,,4.0,0.0,0.0,43.0,0.0
4662500,2015,10,18,7,WN,2609,N684WN,SFO,LAX,1500,1511,11,30.0,1541.0,85,93.0,58.0,337,1639.0,5.0,1625,1644,19,0,0,,8.0,0.0,0.0,11.0,0.0
4662823,2015,10,18,7,UA,1529,N33286,SFO,LAX,1515,1514,-1,29.0,1543.0,94,97.0,57.0,337,1640.0,11.0,1649,1651,2,0,0,,,,,,
4663031,2015,10,18,7,VX,932,N846VA,SFO,LAX,1530,1531,1,17.0,1548.0,80,82.0,57.0,337,1645.0,8.0,1650,1653,3,0,0,,,,,,
4663032,2015,10,18,7,VX,933,N523VA,LAX,SFO,1530,1709,99,31.0,1740.0,70,89.0,54.0,337,1834.0,4.0,1640,1838,118,0,0,,19.0,0.0,0.0,99.0,0.0
4663140,2015,10,18,7,WN,2592,N657SW,LAX,SFO,1535,1715,100,27.0,1742.0,75,92.0,59.0,337,1841.0,6.0,1650,1847,117,0,0,,17.0,0.0,0.0,100.0,0.0
4663625,2015,10,18,7,UA,1805,N38459,LAX,SFO,1605,1600,-5,13.0,1613.0,87,72.0,55.0,337,1708.0,4.0,1732,1712,-20,0,0,,,,,,
4663709,2015,10,18,7,UA,281,N465UA,SFO,LAX,1612,1614,2,20.0,1634.0,91,98.0,55.0,337,1729.0,23.0,1743,1752,9,0,0,,,,,,
4663747,2015,10,18,7,AA,209,N3BYAA,LAX,SFO,1615,1621,6,13.0,1634.0,85,69.0,54.0,337,1728.0,2.0,1740,1730,-10,0,0,,,,,,
4664193,2015,10,18,7,VX,923,N638VA,LAX,SFO,1645,1729,44,27.0,1756.0,75,96.0,64.0,337,1900.0,5.0,1800,1905,65,0,0,,21.0,0.0,0.0,44.0,0.0
4664388,2015,10,18,7,UA,750,N529UA,SFO,LAX,1655,1652,-3,31.0,1723.0,91,105.0,56.0,337,1819.0,18.0,1826,1837,11,0,0,,,,,,
4664434,2015,10,18,7,DL,2772,N926AT,LAX,SFO,1700,1755,55,33.0,1828.0,80,99.0,63.0,337,1931.0,3.0,1820,1934,74,0,0,,27.0,0.0,0.0,47.0,0.0
4664435,2015,10,18,7,DL,2773,N961AT,SFO,LAX,1700,1703,3,27.0,1730.0,80,103.0,62.0,337,1832.0,14.0,1820,1846,26,0,0,,26.0,0.0,0.0,0.0,0.0
4664566,2015,10,18,7,WN,2009,N7817J,SFO,LAX,1705,1710,5,26.0,1736.0,80,94.0,60.0,337,1836.0,8.0,1825,1844,19,0,0,,19.0,0.0,0.0,0.0,0.0
4664569,2015,10,18,7,WN,3092,N684WN,LAX,SFO,1705,1721,16,32.0,1753.0,75,99.0,61.0,337,1854.0,6.0,1820,1900,40,0,0,,24.0,0.0,0.0,16.0,0.0
4664730,2015,10,18,7,AA,353,N3BBAA,LAX,SFO,1715,1720,5,31.0,1751.0,84,96.0,61.0,337,1852.0,4.0,1839,1856,17,0,0,,17.0,0.0,0.0,0.0,0.0
4664762,2015,10,18,7,UA,1822,N66828,LAX,SFO,1715,1744,29,19.0,1803.0,80,88.0,64.0,337,1907.0,5.0,1835,1912,37,0,0,,8.0,0.0,29.0,0.0,0.0
4664890,2015,10,18,7,VX,936,N523VA,SFO,LAX,1725,1924,119,39.0,2003.0,80,109.0,56.0,337,2059.0,14.0,1845,2113,148,0,0,,29.0,0.0,0.0,119.0,0.0
4664994,2015,10,18,7,VX,945,N842VA,LAX,SFO,1730,1736,6,32.0,1808.0,75,104.0,64.0,337,1912.0,8.0,1845,1920,35,0,0,,29.0,0.0,6.0,0.0,0.0
4665815,2015,10,18,7,AA,1071,N3AGAA,LAX,SFO,1815,1819,4,30.0,1849.0,82,105.0,71.0,337,2000.0,4.0,1937,2004,27,0,0,,27.0,0.0,0.0,0.0,0.0
4665982,2015,10,18,7,WN,2002,N354SW,SFO,LAX,1825,1826,1,12.0,1838.0,85,80.0,57.0,337,1935.0,11.0,1950,1946,-4,0,0,,,,,,
4666085,2015,10,18,7,AA,1143,N3BYAA,SFO,LAX,1830,1833,3,26.0,1859.0,87,97.0,56.0,337,1955.0,15.0,1957,2010,13,0,0,,,,,,
4666130,2015,10,18,7,UA,1192,N38459,SFO,LAX,1834,1852,18,24.0,1916.0,92,95.0,59.0,337,2015.0,12.0,2006,2027,21,0,0,,3.0,0.0,18.0,0.0,0.0
4666201,2015,10,18,7,VX,941,N848VA,LAX,SFO,1840,2102,142,16.0,2118.0,75,91.0,72.0,337,2230.0,3.0,1955,2233,158,0,0,,90.0,0.0,0.0,68.0,0.0
4666268,2015,10,18,7,VX,938,N638VA,SFO,LAX,1845,1952,67,70.0,2102.0,80,136.0,52.0,337,2154.0,14.0,2005,2208,123,0,0,,56.0,0.0,2.0,65.0,0.0
4666515,2015,10,18,7,DL,2776,N961AT,LAX,SFO,1900,1921,21,86.0,2047.0,84,149.0,58.0,337,2145.0,5.0,2024,2150,86,0,0,,65.0,0.0,0.0,21.0,0.0
4666516,2015,10,18,7,DL,2777,N926AT,SFO,LAX,1900,2101,121,29.0,2130.0,90,96.0,52.0,337,2222.0,15.0,2030,2237,127,0,0,,53.0,0.0,0.0,74.0,0.0
4666914,2015,10,18,7,AA,356,N3DYAA,LAX,SFO,1920,2019,59,39.0,2058.0,88,109.0,66.0,337,2204.0,4.0,2048,2208,80,0,0,,21.0,0.0,59.0,0.0,0.0
4666976,2015,10,18,7,VX,942,N525VA,SFO,LAX,1925,2150,145,11.0,2201.0,85,64.0,49.0,337,2250.0,4.0,2050,2254,124,0,0,,0.0,0.0,39.0,85.0,0.0
4667018,2015,10,18,7,UA,480,N529UA,LAX,SFO,1926,1925,-1,89.0,2054.0,79,170.0,68.0,337,2202.0,13.0,2045,2215,90,0,0,,90.0,0.0,0.0,0.0,0.0
4667079,2015,10,18,7,AA,218,N3BBAA,SFO,LAX,1930,1946,16,74.0,2100.0,91,132.0,53.0,337,2153.0,5.0,2101,2158,57,0,0,,46.0,0.0,0.0,11.0,0.0
4667180,2015,10,18,7,UA,1482,N66828,SFO,LAX,1935,2007,32,61.0,2108.0,92,128.0,53.0,337,2201.0,14.0,2107,2215,68,0,0,,36.0,0.0,5.0,27.0,0.0
4667517,2015,10,18,7,DL,2778,N924AT,LAX,SFO,2000,2029,29,34.0,2103.0,85,108.0,67.0,337,2210.0,7.0,2125,2217,52,0,0,,49.0,0.0,0.0,3.0,0.0
4667958,2015,10,18,7,VX,947,N621VA,LAX,SFO,2030,2211,101,25.0,2236.0,75,90.0,58.0,337,2334.0,7.0,2145,2341,116,0,0,,116.0,0.0,0.0,0.0,0.0
4667982,2015,10,18,7,AA,209,N3AGAA,SFO,LAX,2030,2044,14,41.0,2125.0,97,107.0,55.0,337,2220.0,11.0,2207,2231,24,0,0,,10.0,0.0,0.0,14.0,0.0
4668002,2015,10,18,7,UA,1623,N54241,LAX,SFO,2030,2111,41,65.0,2216.0,80,127.0,58.0,337,2314.0,4.0,2150,2318,88,0,0,,88.0,0.0,0.0,0.0,0.0
4668030,2015,10,18,7,WN,2003,N354SW,LAX,SFO,2035,2213,98,25.0,2238.0,75,89.0,60.0,337,2338.0,4.0,2150,2342,112,0,0,,14.0,0.0,0.0,0.0,98.0
4668075,2015,10,18,7,WN,2057,N363SW,SFO,LAX,2040,2353,193,15.0,8.0,85,74.0,51.0,337,59.0,8.0,2205,0107,182,0,0,,0.0,0.0,0.0,182.0,0.0
4668205,2015,10,18,7,VX,948,N848VA,SFO,LAX,2055,2335,160,19.0,2354.0,80,73.0,48.0,337,42.0,6.0,2215,0048,153,0,0,,0.0,0.0,7.0,146.0,0.0
4668253,2015,10,18,7,DL,2781,N961AT,SFO,LAX,2100,2227,87,15.0,2242.0,94,77.0,51.0,337,2333.0,11.0,2234,2344,70,0,0,,0.0,0.0,1.0,69.0,0.0
4668302,2015,10,18,7,UA,1863,N33292,SFO,LAX,2100,2334,154,17.0,2351.0,90,74.0,48.0,337,39.0,9.0,2230,0048,138,0,0,,0.0,0.0,0.0,138.0,0.0
4668503,2015,10,18,7,UA,1242,N69839,LAX,SFO,2127,2136,9,44.0,2220.0,83,109.0,58.0,337,2318.0,7.0,2250,2325,35,0,0,,35.0,0.0,0.0,0.0,0.0
4668712,2015,10,18,7,UA,1697,N36469,SFO,LAX,2150,2153,3,24.0,2217.0,90,87.0,51.0,337,2308.0,12.0,2320,2320,0,0,0,,,,,,
4668819,2015,10,18,7,WN,2595,N217JC,SFO,LAX,2200,2356,116,14.0,10.0,85,72.0,51.0,337,101.0,7.0,2325,0108,103,0,0,,0.0,0.0,0.0,103.0,0.0
4669069,2015,10,18,7,UA,1867,N68452,SFO,LAX,2241,2237,-4,19.0,2256.0,84,87.0,53.0,337,2349.0,15.0,0005,0004,-1,0,0,,,,,,
4669118,2015,10,18,7,UA,1507,N14250,LAX,SFO,2259,2334,35,14.0,2348.0,81,72.0,53.0,337,41.0,5.0,0020,0046,26,0,0,,0.0,0.0,19.0,7.0,0.0
4669963,2015,10,19,1,UA,1276,N39463,SFO,LAX,0600,0605,5,14.0,619.0,90,79.0,53.0,337,712.0,12.0,0730,0724,-6,0,0,,,,,,
4669986,2015,10,19,1,UA,1570,N76516,LAX,SFO,0603,0600,-3,14.0,614.0,87,80.0,59.0,337,713.0,7.0,0730,0720,-10,0,0,,,,,,
4670008,2015,10,19,1,WN,2004,N363SW,LAX,SFO,0605,0607,2,18.0,625.0,80,76.0,54.0,337,719.0,4.0,0725,0723,-2,0,0,,,,,,
4670423,2015,10,19,1,WN,2051,N354SW,SFO,LAX,0630,0630,0,11.0,641.0,80,71.0,57.0,337,738.0,3.0,0750,0741,-9,0,0,,,,,,
4670876,2015,10,19,1,DL,2752,N961AT,LAX,SFO,0700,0655,-5,21.0,716.0,85,77.0,53.0,337,809.0,3.0,0825,0812,-13,0,0,,,,,,
4670877,2015,10,19,1,DL,2753,N924AT,SFO,LAX,0700,0655,-5,18.0,713.0,80,80.0,54.0,337,807.0,8.0,0820,0815,-5,0,0,,,,,,
4670904,2015,10,19,1,VX,922,N640VA,SFO,LAX,0700,0658,-2,16.0,714.0,80,78.0,54.0,337,808.0,8.0,0820,0816,-4,0,0,,,,,,
4670990,2015,10,19,1,AA,169,N3DYAA,SFO,LAX,0700,0658,-2,19.0,717.0,96,115.0,54.0,337,811.0,42.0,0836,0853,17,0,0,,17.0,0.0,0.0,0.0,0.0
4671093,2015,10,19,1,UA,1896,N13248,LAX,SFO,0702,0657,-5,25.0,722.0,87,86.0,58.0,337,820.0,3.0,0829,0823,-6,0,0,,,,,,
4671121,2015,10,19,1,VX,925,N525VA,LAX,SFO,0705,0801,56,10.0,811.0,75,76.0,62.0,337,913.0,4.0,0820,0917,57,0,0,,1.0,0.0,56.0,0.0,0.0
4671304,2015,10,19,1,WN,1997,N687SW,LAX,SFO,0715,0713,-2,14.0,727.0,80,80.0,58.0,337,825.0,8.0,0835,0833,-2,0,0,,,,,,
4671727,2015,10,19,1,UA,478,N441UA,SFO,LAX,0736,0729,-7,18.0,747.0,94,91.0,58.0,337,845.0,15.0,0910,0900,-10,0,0,,,,,,
4672041,2015,10,19,1,VX,1930,N836VA,SFO,LAX,0800,0753,-7,9.0,802.0,80,77.0,57.0,337,859.0,11.0,0920,0910,-10,0,0,,,,,,
4672083,2015,10,19,1,AA,2438,N3BYAA,LAX,SFO,0800,0756,-4,45.0,841.0,82,103.0,54.0,337,935.0,4.0,0922,0939,17,0,0,,17.0,0.0,0.0,0.0,0.0
4672283,2015,10,19,1,UA,1937,N14237,LAX,SFO,0810,0809,-1,36.0,845.0,100,94.0,54.0,337,939.0,4.0,0950,0943,-7,0,0,,,,,,
4672760,2015,10,19,1,WN,409,N354SW,LAX,SFO,0840,0950,70,8.0,958.0,80,68.0,55.0,337,1053.0,5.0,1000,1058,58,0,0,,0.0,0.0,0.0,0.0,58.0
4673093,2015,10,19,1,DL,2756,N924AT,LAX,SFO,0900,0914,14,29.0,943.0,85,95.0,53.0,337,1036.0,13.0,1025,1049,24,0,0,,24.0,0.0,0.0,0.0,0.0
4673094,2015,10,19,1,DL,2757,N961AT,SFO,LAX,0900,0852,-8,20.0,912.0,90,89.0,56.0,337,1008.0,13.0,1030,1021,-9,0,0,,,,,,
4673236,2015,10,19,1,VX,1935,N640VA,LAX,SFO,0905,0956,51,8.0,1004.0,80,69.0,56.0,337,1100.0,5.0,1025,1105,40,0,0,,40.0,0.0,0.0,0.0,0.0
4673345,2015,10,19,1,WN,2589,N657SW,SFO,LAX,0910,0910,0,12.0,922.0,85,80.0,56.0,337,1018.0,12.0,1035,1030,-5,0,0,,,,,,
4673751,2015,10,19,1,UA,239,N17126,LAX,SFO,0936,1641,425,28.0,1709.0,98,92.0,57.0,337,1806.0,7.0,1114,1813,419,0,0,,0.0,0.0,23.0,396.0,0.0
4673820,2015,10,19,1,UA,1067,N47414,SFO,LAX,0940,0946,6,25.0,1011.0,95,99.0,60.0,337,1111.0,14.0,1115,1125,10,0,0,,,,,,
4674384,2015,10,19,1,AA,155,N3BYAA,SFO,LAX,1012,1019,7,15.0,1034.0,88,85.0,56.0,337,1130.0,14.0,1140,1144,4,0,0,,,,,,
4674965,2015,10,19,1,UA,1960,N76504,SFO,LAX,1045,1107,22,15.0,1122.0,95,78.0,57.0,337,1219.0,6.0,1220,1225,5,0,0,,,,,,
4675046,2015,10,19,1,UA,318,N467UA,LAX,SFO,1051,1046,-5,34.0,1120.0,94,99.0,61.0,337,1221.0,4.0,1225,1225,0,0,0,,,,,,
4675165,2015,10,19,1,DL,2760,N935AT,LAX,SFO,1100,1114,14,27.0,1141.0,80,85.0,53.0,337,1234.0,5.0,1220,1239,19,0,0,,19.0,0.0,0.0,0.0,0.0
4675166,2015,10,19,1,DL,2761,N924AT,SFO,LAX,1100,1125,25,23.0,1148.0,80,93.0,59.0,337,1247.0,11.0,1220,1258,38,0,0,,13.0,0.0,1.0,24.0,0.0
4675368,2015,10,19,1,VX,924,N640VA,SFO,LAX,1110,1205,55,12.0,1217.0,80,75.0,54.0,337,1311.0,9.0,1230,1320,50,0,0,,0.0,0.0,5.0,45.0,0.0
4675458,2015,10,19,1,WN,369,N657SW,LAX,SFO,1115,1224,69,12.0,1236.0,80,73.0,54.0,337,1330.0,7.0,1235,1337,62,0,0,,0.0,0.0,0.0,0.0,62.0
4675541,2015,10,19,1,WN,2053,N354SW,SFO,LAX,1120,1135,15,20.0,1155.0,85,86.0,59.0,337,1254.0,7.0,1245,1301,16,0,0,,1.0,0.0,0.0,15.0,0.0
4675623,2015,10,19,1,VX,927,N633VA,LAX,SFO,1125,1203,38,27.0,1230.0,75,92.0,56.0,337,1326.0,9.0,1240,1335,55,0,0,,38.0,0.0,17.0,0.0,0.0
4675933,2015,10,19,1,UA,1638,N68811,LAX,SFO,1143,1137,-6,23.0,1200.0,90,81.0,55.0,337,1255.0,3.0,1313,1258,-15,0,0,,,,,,
4676457,2015,10,19,1,UA,653,N438UA,SFO,LAX,1212,1213,1,18.0,1231.0,93,89.0,58.0,337,1329.0,13.0,1345,1342,-3,0,0,,,,,,
4676503,2015,10,19,1,AA,1203,N3FGAA,LAX,SFO,1215,1218,3,20.0,1238.0,83,77.0,55.0,337,1333.0,2.0,1338,1335,-3,0,0,,,,,,
4677214,2015,10,19,1,DL,2764,N924AT,LAX,SFO,1300,1331,31,19.0,1350.0,84,76.0,52.0,337,1442.0,5.0,1424,1447,23,0,0,,0.0,0.0,0.0,23.0,0.0
4677215,2015,10,19,1,DL,2765,N935AT,SFO,LAX,1300,1317,17,25.0,1342.0,90,103.0,59.0,337,1441.0,19.0,1430,1500,30,0,0,,13.0,0.0,0.0,17.0,0.0
4677567,2015,10,19,1,UA,1106,N37252,SFO,LAX,1324,1445,81,17.0,1502.0,93,92.0,57.0,337,1559.0,18.0,1457,1617,80,0,0,,0.0,0.0,0.0,80.0,0.0
4677578,2015,10,19,1,VX,928,N621VA,SFO,LAX,1325,1323,-2,35.0,1358.0,80,98.0,55.0,337,1453.0,8.0,1445,1501,16,0,0,,16.0,0.0,0.0,0.0,0.0
4677579,2015,10,19,1,VX,929,N846VA,LAX,SFO,1325,1319,-6,9.0,1328.0,75,76.0,55.0,337,1423.0,12.0,1440,1435,-5,0,0,,,,,,
4677595,2015,10,19,1,WN,2591,N657SW,SFO,LAX,1325,1410,45,10.0,1420.0,85,70.0,56.0,337,1516.0,4.0,1450,1520,30,0,0,,0.0,0.0,0.0,30.0,0.0
4677738,2015,10,19,1,WN,2054,N354SW,LAX,SFO,1335,1335,0,8.0,1343.0,80,81.0,56.0,337,1439.0,17.0,1455,1456,1,0,0,,,,,,
4678701,2015,10,19,1,AA,2438,N3FGAA,SFO,LAX,1430,1431,1,13.0,1444.0,91,94.0,72.0,337,1556.0,9.0,1601,1605,4,0,0,,,,,,
4678798,2015,10,19,1,UA,1182,N68811,SFO,LAX,1435,1432,-3,17.0,1449.0,94,94.0,72.0,337,1601.0,5.0,1609,1606,-3,0,0,,,,,,
4678888,2015,10,19,1,UA,420,N438UA,LAX,SFO,1443,1444,1,24.0,1508.0,86,80.0,51.0,337,1559.0,5.0,1609,1604,-5,0,0,,,,,,
4679159,2015,10,19,1,DL,2768,N951AT,LAX,SFO,1500,1500,0,21.0,1521.0,83,82.0,57.0,337,1618.0,4.0,1623,1622,-1,0,0,,,,,,
4679160,2015,10,19,1,DL,2769,N924AT,SFO,LAX,1500,1533,33,15.0,1548.0,80,86.0,57.0,337,1645.0,14.0,1620,1659,39,0,0,,6.0,0.0,10.0,23.0,0.0
4679187,2015,10,19,1,WN,2609,N663SW,SFO,LAX,1500,1459,-1,15.0,1514.0,85,81.0,59.0,337,1613.0,7.0,1625,1620,-5,0,0,,,,,,
4679513,2015,10,19,1,UA,1529,N26232,SFO,LAX,1515,1515,0,13.0,1528.0,94,85.0,57.0,337,1625.0,15.0,1649,1640,-9,0,0,,,,,,
4679727,2015,10,19,1,VX,932,N846VA,SFO,LAX,1530,1533,3,17.0,1550.0,80,79.0,57.0,337,1647.0,5.0,1650,1652,2,0,0,,,,,,
4679728,2015,10,19,1,VX,933,N621VA,LAX,SFO,1530,1554,24,17.0,1611.0,70,84.0,62.0,337,1713.0,5.0,1640,1718,38,0,0,,14.0,0.0,0.0,24.0,0.0
